entry_time,exit_time,entry_price,exit_price,pnl_pct,exit_reason,position_type
2013-03-20 09:30:00,2013-03-21 13:00:00,1551.0,1539.0,-0.8236943907156624,5,long
2013-09-10 09:30:00,2013-09-25 12:31:00,1681.5,1687.5,0.3068242640499486,5,long
2014-02-19 09:30:00,2014-02-19 14:45:00,1843.75,1825.3125,-1.050000000000001,1,long
2014-11-21 09:30:00,2014-12-01 09:53:00,2067.25,2049.25,-0.9207219736364791,5,long
2015-10-28 09:30:00,2015-11-09 10:15:00,2067.5,2066.75,-0.0862756952841603,5,long
2019-03-04 09:30:00,2019-03-04 10:43:00,2814.75,2786.6025,-1.050000000000001,1,long
2019-03-19 09:30:00,2019-03-20 11:32:00,2847.75,2819.2725,-1.050000000000001,1,long
2019-03-21 09:30:00,2019-03-22 10:59:00,2839.25,2810.8575,-1.050000000000001,1,long
2019-06-20 09:30:00,2019-06-25 13:35:00,2953.0,2923.47,-1.050000000000012,1,long
2019-06-28 09:30:00,2019-07-17 15:37:00,2934.0,2982.0,1.585991820040905,5,long
2023-11-28 09:30:00,2023-12-12 14:01:00,4556.25,4692.9375,2.950000000000003,2,long
2023-12-14 09:30:00,2024-01-02 09:32:00,4776.25,4774.5,-0.08663962313530389,5,long
2024-08-22 09:31:00,2024-08-28 12:58:00,5638.25,5581.8675,-1.0499999999999898,1,long
