entry_time,exit_time,entry_price,exit_price,pnl_pct,exit_reason,exit_reason_desc,position_type,return_1d,return_3d,return_5d,return_10d,es_decline_pct
2013-02-28 08:05:00,2013-03-24 20:40:00,1513.75,1559.1625000000001,2.950000000000003,3,Take Profit,long,0.19818331957059954,1.6019818331957092,2.064409578860449,2.5598678777869477,-1
2013-03-25 10:19:00,2013-04-11 10:00:00,1544.5,1590.835,2.950000000000003,3,Take Profit,long,0.35610229847846675,1.2463580446746558,1.2949174490126225,1.1492392359987003,-1
2013-04-12 09:48:00,2013-04-15 13:59:00,1576.5,1555.3125,-1.3939581351094243,2,ATR-Based Stop Loss,long,-0.6818902632413582,-2.283539486203612,-1.776086267047261,0.015857913098638043,-1
2013-04-16 09:31:00,2013-04-18 00:00:00,1559.0,1547.0,-0.8197241821680523,4,MA Crossover,long,-1.1866581141757537,-0.6735086593970485,1.0583707504810747,1.4111610006414477,-1
2013-04-19 10:01:00,2013-04-29 12:47:00,1544.75,1591.0925,2.950000000000003,3,Take Profit,long,1.9906133678588844,2.168635701569843,2.0715326104547627,4.159249069428705,-1
2013-05-01 14:17:00,2013-05-08 10:57:00,1579.5,1626.885,2.950000000000003,3,Take Profit,long,1.8676796454574207,2.564102564102555,3.0072807850585637,4.479265590376702,-1
2013-05-14 00:00:00,2013-05-22 09:13:00,1631.75,1680.7025,2.950000000000003,3,Take Profit,long,1.3176037996016632,2.0223686226443993,2.0836525203002942,1.516776466983294,-1
2013-05-24 00:00:00,2013-05-31 14:59:00,1646.25,1630.9312499999999,-0.9805239179954517,5,Trailing Stop Loss,long,0.5922551252847352,0.09111617312071996,-1.1389521640091105,-0.44039483675019087,-1
2013-06-01 00:00:00,2013-06-03 00:00:00,1627.5,1631.75,0.21113671274961004,4,MA Crossover,long,0.4608294930875667,-0.952380952380949,0.7066052227342468,-0.5990783410138256,-1
2013-06-03 00:00:00,2013-06-06 08:31:00,1631.75,1605.205357142857,-1.6767591761693235,2,ATR-Based Stop Loss,long,-0.10724682089781057,-0.5362341044890417,0.4749502068331468,0.13788876972575803,-1
2013-06-07 00:00:00,2013-06-12 20:09:00,1622.25,1607.2875,-0.9723300970873872,5,Trailing Stop Loss,long,1.0633379565418322,-1.1712128216982531,-0.277392510402219,-2.373247033441206,-1
2013-07-10 00:00:00,2013-07-21 20:03:00,1643.75,1693.0625,2.950000000000003,3,Take Profit,long,1.4904942965779489,2.0380228136882117,1.80988593155893,2.3726235741444945,-1
2013-07-24 12:31:00,2013-08-15 00:00:00,1678.5,1679.75,0.024471254095920256,4,MA Crossover,long,0.5064045278522444,0.44682752457552155,1.3851653261840902,0.834078045874298,-1
2013-09-18 00:00:00,2013-09-27 08:25:00,1699.25,1683.58125,-0.9720979844048905,5,Trailing Stop Loss,long,0.956304251875828,-0.5296454318081456,-0.6473444166544051,-1.0592908636163023,-1
2013-09-28 00:00:00,2013-10-02 00:00:00,1685.25,1686.75,0.039007565643073325,4,MA Crossover,long,-0.41536863966770143,-0.23735350838154368,-0.192849725560007,0.8752410621569506,-1
2013-10-14 00:00:00,2013-10-18 12:40:00,1687.25,1737.8675,2.950000000000003,3,Take Profit,long,0.7853015261520158,2.6077937472218204,2.9485849755519267,4.163579789598448,-1
2013-10-22 01:22:00,2013-11-14 14:42:00,1736.75,1788.8525,2.950000000000003,3,Take Profit,long,0.5182092989779674,0.9788397869584076,0.9644450842090091,1.5258384914351497,-1
2013-11-21 00:00:00,2013-12-12 00:00:00,1776.75,1778.75,0.06256507668495619,4,MA Crossover,long,1.3789221893907522,1.4211340931475913,1.7166174194456207,0.6472491909385036,-1
2013-12-16 05:43:00,2013-12-26 05:02:00,1778.0,1831.3400000000001,2.950000000000003,3,Take Profit,long,1.2795275590551158,2.2075365579302675,2.8824521934758263,3.8385826771653475,-1
2014-01-02 10:50:00,2014-01-24 00:00:00,1828.0,1823.75,-0.28249452954048343,4,MA Crossover,long,-0.25984682713348084,0.25984682713346974,0.5196936542669617,0.31455142231946454,-1
2014-02-19 14:45:00,2014-03-06 08:54:00,1825.75,1880.5225,2.950000000000003,3,Take Profit,long,0.4244830891414475,1.3966862933041169,1.4377653019307157,2.9439956182390814,-1
2014-03-10 02:14:00,2014-03-13 14:09:00,1868.0,1843.357142857143,-1.3692107678189014,2,ATR-Based Stop Loss,long,0.2944325481798682,-1.900428265524623,-0.20074946466809296,-0.36134903640256955,-1
2014-03-17 09:30:00,2014-03-26 00:00:00,1851.5,1861.25,0.4766000540102622,4,MA Crossover,long,-0.12152308938698786,0.31055900621117516,0.5266000540102622,1.5798001620307867,-1
2014-03-26 12:27:00,2014-04-07 10:51:00,1857.5,1845.1875,-0.7128532974428003,5,Trailing Stop Loss,long,-0.40376850605652326,1.251682368775242,1.507402422611026,-1.5477792732166873,-1
2014-05-09 06:46:00,2014-06-01 21:33:00,1867.0,1923.01,2.950000000000003,3,Take Profit,long,1.5666845206213198,0.0,0.4418853776111398,1.5800749866095254,-1
2014-06-05 09:15:00,2014-07-22 10:05:00,1922.0,1979.66,2.950000000000003,3,Take Profit,long,1.4438085327783456,1.1706555671175956,0.2861602497398641,1.6519250780437034,-1
2014-09-05 05:00:00,2014-09-12 12:41:00,1989.5,1973.107142857143,-0.8739686927799528,2,ATR-Based Stop Loss,long,-0.08796179944710047,-0.012565971349587368,-0.6911284242271942,0.5403367680321791,-1
2014-09-15 00:00:00,2014-09-23 00:00:00,1969.75,1987.0,0.8257456530016583,4,MA Crossover,long,1.028049244828022,2.20840208148243,0.8757456530016583,0.06345982992765897,-1
2014-12-02 00:00:00,2014-12-09 09:32:00,2052.5,2034.3660714285713,-0.9335044370976264,2,ATR-Based Stop Loss,long,1.0353227771010998,1.169305724725933,0.23142509135201106,-4.007308160779532,-1
2015-01-02 09:30:00,2015-01-05 00:00:00,2057.75,2044.75,-0.6817579880937952,4,MA Crossover,long,-2.867209330579512,-0.25513303365326534,-1.1784716316364907,-2.126108613777189,-1
2015-02-04 04:24:00,2015-02-17 12:04:00,2034.25,2095.2775,2.950000000000003,3,Take Profit,long,1.0691901192085629,1.278112326410219,2.4701978616197717,2.937200442423493,-1
2015-02-20 08:40:00,2015-03-08 00:00:00,2085.75,2072.25,-0.6972491909385148,4,MA Crossover,long,1.318470574134012,1.0308042670502227,0.8989572096368192,-0.6472491909385147,-1
2015-03-09 00:00:00,2015-03-10 11:25:00,2067.5,2047.6517857142858,-1.010010364484365,2,ATR-Based Stop Loss,long,-0.8948004836759393,-0.04836759371221744,-0.04836759371221744,1.4026602176541614,-1
