entry_time,exit_time,entry_price,exit_price,pnl_pct,exit_reason,position_type
2013-03-20 09:30:00,2013-03-21 13:00:00,1551.0,1539.0,-0.8236943907156624,5,long
2013-03-22 09:30:00,2013-03-25 11:55:00,1548.75,1542.25,-0.4696933010492288,5,long
2013-04-12 09:30:00,2013-04-15 11:02:00,1582.0,1566.18,-1.050000000000001,1,long
2013-07-16 09:30:00,2013-07-26 09:56:00,1675.0,1671.25,-0.2738805970149249,5,long
2013-08-05 09:30:00,2013-08-07 09:30:00,1703.0,1685.97,-1.050000000000001,1,long
2013-08-07 09:30:00,2013-08-07 09:31:00,1681.0,1681.5,-0.020255800118978942,5,long
2013-08-08 09:30:00,2013-08-08 09:32:00,1688.75,1687.0,-0.15362694300518615,5,long
2013-08-12 09:30:00,2013-08-12 09:31:00,1685.0,1685.5,-0.02032640949554683,5,long
2013-09-12 09:30:00,2013-09-25 09:31:00,1689.75,1688.785,-0.10710903979878612,4,long
2013-10-23 09:30:00,2013-11-07 13:30:00,1736.75,1746.25,0.4969987044767421,5,long
2014-02-20 09:30:00,2014-03-03 11:02:00,1828.5,1833.75,0.23712059064808227,5,long
2014-03-18 09:30:00,2014-03-19 14:07:00,1864.5,1853.25,-0.6533789219629937,5,long
2014-05-14 09:30:00,2014-05-15 09:30:00,1890.0,1871.1,-1.050000000000001,1,long
2014-05-19 09:30:00,2014-05-20 09:30:00,1877.25,1874.75,-0.183173525103214,5,long
2014-05-20 09:30:00,2014-05-20 11:03:00,1874.75,1875.0,-0.03666488865182167,5,long
2014-05-21 09:30:00,2014-06-12 14:10:00,1881.25,1926.0,2.328737541528242,5,long
2014-08-22 09:30:00,2014-09-05 09:32:00,1990.0,1989.5,-0.07512562814069863,5,long
2014-11-04 09:30:00,2014-12-01 09:53:00,2003.75,2049.25,2.2207423580786037,5,long
2015-04-28 09:30:00,2015-04-28 09:31:00,2094.75,2094.75,-0.05,5,long
2015-05-21 09:30:00,2015-05-26 09:30:00,2126.75,2106.25,-1.0139120724109552,5,long
2015-05-27 09:30:00,2015-05-27 09:31:00,2111.75,2111.75,-0.05,5,long
2015-07-21 09:30:00,2015-07-23 11:03:00,2118.0,2096.82,-1.0499999999999898,1,long
2019-03-05 09:30:00,2019-03-06 10:50:00,2788.75,2773.25,-0.6058045719408323,5,long
2019-03-11 09:30:00,2019-03-11 09:31:00,2769.75,2769.0,-0.07707825616030668,5,long
2019-03-12 09:30:00,2019-03-22 10:59:00,2801.0,2809.75,0.26238843270260387,5,long
2019-03-28 09:30:00,2019-03-28 10:03:00,2821.75,2812.5,-0.3778107557366905,5,long
2019-03-29 09:30:00,2019-04-29 09:35:00,2832.5,2945.8,3.9500000000000037,2,long
2019-06-11 09:30:00,2019-07-15 09:31:00,2902.25,3018.34,3.9500000000000037,2,long
2019-09-10 09:30:00,2019-09-24 11:22:00,2964.0,2981.0,0.5235492577597867,5,long
2019-09-25 09:30:00,2019-09-25 09:31:00,2967.75,2968.75,-0.01630443939011901,5,long
2019-10-23 09:30:00,2019-11-15 10:33:00,2995.5,3115.32,3.9500000000000037,2,long
2019-11-22 09:30:00,2019-12-02 09:31:00,3104.5,3117.25,0.36069415364793916,5,long
2021-03-18 09:30:00,2021-03-18 14:46:00,3940.5,3904.25,-0.96993401852557,5,long
2021-03-19 09:30:00,2021-03-19 09:31:00,3892.0,3890.25,-0.09496402877698369,5,long
2021-03-22 09:30:00,2021-03-23 14:01:00,3917.25,3906.25,-0.33080924117684923,5,long
2021-03-24 09:30:00,2021-03-24 12:44:00,3911.0,3903.5,-0.24176681155714802,5,long
2021-03-25 09:31:00,2021-03-25 09:32:00,3865.25,3864.25,-0.07587154776534373,5,long
2021-04-02 09:30:00,2021-04-16 13:10:00,4014.25,4174.82,3.9500000000000037,2,long
2021-06-15 09:30:00,2021-06-16 13:00:00,4237.0,4199.5,-0.9350601840925232,5,long
2021-08-03 09:30:00,2021-08-17 11:38:00,4381.25,4424.25,0.9314550641940034,5,long
2021-12-24 09:30:00,2022-01-05 13:40:00,4716.75,4727.75,0.18321142735994728,5,long
2022-01-12 09:30:00,2022-01-12 09:42:00,4729.25,4709.5,-0.46761378654120445,5,long
2023-09-12 13:23:00,2023-09-15 12:22:00,4522.0,4499.0,-0.5586245024325531,5,long
2023-11-16 09:30:00,2023-12-13 09:30:00,4521.25,4702.1,3.9500000000000037,2,long
2024-08-22 09:30:00,2024-08-28 12:58:00,5638.25,5581.8675,-1.0499999999999898,1,long
