entry_time,exit_time,entry_price,exit_price,pnl_pct,exit_reason,position_type
2013-03-20 09:30:00,2013-04-15 15:13:00,1551.0,1545.21,-0.4233075435203071,4,long
2013-09-10 09:30:00,2013-09-30 14:40:00,1681.5,1671.5525,-0.6415848944394897,4,long
2013-10-24 09:30:00,2013-11-15 14:17:00,1741.75,1794.0025,2.950000000000003,2,long
2014-02-13 09:51:00,2014-03-04 11:19:00,1815.75,1870.2225,2.950000000000003,2,long
2014-08-18 09:30:00,2014-09-23 09:30:00,1965.25,1984.0,0.9040770894288286,3,long
2014-10-28 09:30:00,2014-11-06 10:19:00,1963.5,2022.405,2.950000000000003,2,long
2014-11-07 09:30:00,2014-12-11 09:30:00,2022.5,2053.75,1.4951174289246028,3,long
2014-12-22 09:30:00,2014-12-31 14:52:00,2072.5,2051.775,-1.050000000000001,1,long
2015-10-07 09:39:00,2015-10-22 11:25:00,1985.25,2044.8075000000001,2.950000000000003,2,long
2015-10-23 09:30:00,2015-11-12 13:54:00,2064.75,2046.9424999999999,-0.9124530814868692,4,long
2018-12-03 09:30:00,2018-12-04 10:58:00,2793.0,2765.07,-1.0499999999999898,1,long
2019-01-21 09:30:00,2019-01-22 11:02:00,2660.25,2633.6475,-1.050000000000001,1,long
2019-02-22 09:30:00,2019-03-07 09:30:00,2785.25,2757.3975,-1.050000000000001,1,long
2019-03-19 09:30:00,2019-03-20 11:32:00,2847.75,2819.2725,-1.050000000000001,1,long
2019-03-21 09:30:00,2019-03-22 10:59:00,2839.25,2810.8575,-1.050000000000001,1,long
2019-06-10 09:30:00,2019-07-03 09:30:00,2895.0,2981.85,2.950000000000003,2,long
2019-07-03 09:30:00,2019-07-31 13:53:00,2988.25,2958.3675,-1.050000000000001,1,long
2019-09-05 09:30:00,2019-09-27 13:49:00,2979.75,2949.9525,-1.050000000000001,1,long
2019-11-22 09:30:00,2019-12-16 09:30:00,3104.5,3197.635,2.950000000000003,2,long
2021-03-11 09:57:00,2021-03-19 09:30:00,3931.25,3891.9375,-1.050000000000001,1,long
2021-10-15 09:30:00,2021-10-26 09:30:00,4451.75,4585.3025,2.950000000000003,2,long
2021-12-08 09:48:00,2021-12-14 09:33:00,4678.75,4631.9625,-1.050000000000012,1,long
2023-11-06 09:30:00,2023-11-14 09:30:00,4379.75,4511.1425,2.950000000000003,2,long
2023-11-14 09:30:00,2023-12-12 09:30:00,4512.0,4647.36,2.950000000000003,2,long
2023-12-12 09:30:00,2023-12-19 14:55:00,4677.25,4817.5675,2.950000000000003,2,long
2024-05-06 09:30:00,2024-05-16 09:30:00,5184.25,5339.7775,2.950000000000003,2,long
2024-08-16 09:30:00,2024-09-05 10:14:00,5565.25,5509.5975,-1.050000000000001,1,long
