entry_time,exit_time,entry_price,exit_price,pnl_pct,exit_reason,exit_reason_desc,position_type,return_1d,return_3d,return_5d,return_10d,dummy_param
2013-06-19 15:01:00,2013-06-20 04:54:00,1624.75,1608.5025,-1.050000000000001,1,Fixed Percentage Stop Loss,long,-2.523465148484383,-3.0004616094783776,-0.8770580089244473,-0.0461609478381253,1
2014-01-29 15:01:00,2014-02-03 09:19:00,1771.5,1757.875,-0.8191222128139997,5,Trailing Stop Loss,long,0.31047135196160536,-1.7922664408693167,-0.15523567598080268,2.6107818233135793,1
2014-07-30 15:27:00,2014-07-31 09:00:00,1965.5,1945.845,-1.050000000000001,1,Fixed Percentage Stop Loss,long,-2.467565504960567,-2.620198422793185,-3.5614347494276277,-0.6359704909692176,1
2016-06-15 15:05:00,2016-06-16 09:02:00,2063.25,2042.6175,-1.050000000000001,1,Fixed Percentage Stop Loss,long,-0.16963528413910245,0.896643644735251,-3.1140191445534926,1.187446988973706,1
2016-11-02 15:02:00,2016-11-08 20:01:00,2090.75,2109.45,0.8444158794690793,5,Trailing Stop Loss,long,-0.44242496711706103,-2.4871457610905146,3.551357168480207,4.376419944995824,1
2016-12-14 15:01:00,2016-12-30 00:00:00,2250.0,2251.25,0.005555555555564239,4,MA Crossover,long,0.2555555555555644,0.7111111111111068,0.41111111111111764,0.05555555555556424,1
2017-05-03 15:02:00,2017-05-17 00:00:00,2384.25,2384.5,-0.03951452238649118,4,MA Crossover,long,0.6186431791968205,0.23068050749712743,0.12582573136206143,-0.8702946419209434,1
2017-09-20 15:35:00,2017-11-19 00:00:00,2505.75,2575.75,2.743574778010566,4,MA Crossover,long,-0.23944926668661992,-0.3591739000299299,0.02993115833582749,1.7459842362566036,1
2018-01-31 15:02:00,2018-02-02 04:13:00,2827.25,2798.9775,-1.050000000000001,1,Fixed Percentage Stop Loss,long,-2.4759041471394516,-5.685737023609516,-7.860995667167748,-3.280572994959763,1
2018-03-21 15:01:00,2018-03-22 07:42:00,2715.5,2688.345,-1.050000000000012,1,Fixed Percentage Stop Loss,long,-4.382250046032043,-3.710182286871666,-2.872399189836128,-2.964463266433437,1
2019-07-31 15:01:00,2019-08-01 00:00:00,2980.0,2981.5,0.00033557046980607803,4,MA Crossover,long,-1.5268456375838957,-4.035234899328854,-1.8036912751677847,-3.9345637583892645,1
2019-09-18 15:07:00,2019-09-24 11:22:00,3011.25,2981.1375,-1.050000000000001,1,Fixed Percentage Stop Loss,long,-0.7305936073059405,-1.1789124117891236,-1.162308011623081,-3.3540888335408914,1
2019-12-11 15:06:00,2020-01-07 17:41:00,3143.0,3198.23,1.7072383073496622,5,Trailing Stop Loss,long,1.034043907095139,1.6544702513522136,2.1476296531975914,3.3566656061088107,1
2021-06-16 15:01:00,2021-06-18 00:00:00,4216.5,4215.5,-0.07371635242499615,4,MA Crossover,long,-1.7727973437685285,0.5929088106249258,1.0435195066998748,2.288628009012217,1
2021-12-15 15:02:00,2021-12-16 13:46:00,4702.75,4655.7225,-1.050000000000001,1,Fixed Percentage Stop Loss,long,-1.7755568550316347,-1.403434160863326,0.29769815533464694,1.3555898144702594,1
2022-11-02 15:05:00,2022-11-03 08:04:00,3764.75,3727.1025,-1.050000000000001,1,Fixed Percentage Stop Loss,long,0.21249750979481785,1.7597450029882555,5.8370409721761,4.987050932996873,1
2023-05-03 15:01:00,2023-05-04 00:00:00,4108.75,4116.25,0.13253726802555105,4,MA Crossover,long,0.979616671737138,0.7240644965013754,1.0830544569516265,2.6589595375722475,1
2023-09-20 15:01:00,2023-09-21 08:55:00,4447.25,4402.7775,-1.050000000000001,1,Fixed Percentage Stop Loss,long,-1.9000505930631295,-2.715161054584292,-2.4734386418573284,-3.614593287986956,1
2024-05-01 15:01:00,2024-05-10 03:46:00,5051.25,5253.3,3.9500000000000037,3,Take Profit,long,2.182628062360803,3.1576342489482823,3.8208364266270722,5.325414501361059,1
