entry_time,exit_time,entry_price,exit_price,pnl_pct,exit_reason,position_type
2013-09-19 08:00:00,2013-09-20 12:43:00,1722.5,1705.275,-1.0499999999999898,1,long
2013-12-19 08:00:00,2014-01-13 14:45:00,1795.5,1809.57,0.733625730994153,4,long
2014-06-19 08:00:00,2014-07-31 08:00:00,1950.0,1949.5,-0.07564102564102111,3,long
2014-12-18 08:00:00,2015-01-02 09:43:00,2034.25,2046.975,0.5755376674449975,4,long
2015-03-19 08:00:00,2015-03-25 08:00:00,2086.0,2085.5,-0.07396931927133306,3,long
2015-07-30 08:00:00,2015-08-06 08:00:00,2094.5,2095.75,0.009680114585813903,3,long
2015-10-29 08:00:00,2015-11-09 10:15:00,2077.75,2068.045,-0.5170918060401875,4,long
2015-12-17 08:00:00,2015-12-17 09:49:00,2069.25,2048.5575,-1.050000000000001,1,long
2016-03-17 08:00:00,2016-04-19 08:00:00,2012.5,2093.0,3.9500000000000037,2,long
2016-04-28 08:00:00,2016-04-29 08:58:00,2078.5,2057.715,-1.0499999999999898,1,long
2016-09-22 08:00:00,2016-09-26 08:36:00,2165.25,2143.5975,-1.050000000000012,1,long
2019-01-31 08:00:00,2019-02-08 10:02:00,2680.75,2682.995,0.03374522055394351,4,long
2020-04-30 08:00:00,2020-04-30 15:47:00,2908.5,2879.415,-1.050000000000001,1,long
2020-07-30 08:00:00,2020-08-06 13:44:00,3211.5,3339.96,3.9500000000000037,2,long
2020-11-06 08:00:00,2020-11-09 08:00:00,3502.75,3642.86,3.9500000000000037,2,long
2021-03-18 08:00:00,2021-03-19 08:00:00,3937.75,3898.3725,-1.050000000000001,1,long
2021-11-04 08:00:00,2021-11-26 08:00:00,4658.75,4645.69,-0.3303327072712691,4,long
2021-12-16 08:00:00,2021-12-16 11:46:00,4723.5,4676.265,-1.0499999999999898,1,long
2022-03-17 08:00:00,2022-03-22 10:21:00,4331.0,4504.24,3.9500000000000037,2,long
2022-05-05 08:00:00,2022-05-05 08:56:00,4262.0,4219.38,-1.050000000000001,1,long
2022-07-28 08:00:00,2022-08-08 08:43:00,4021.5,4182.360000000001,3.9500000000000037,2,long
2023-02-02 08:00:00,2023-02-06 08:00:00,4170.75,4129.0425,-1.050000000000012,1,long
2023-11-02 08:00:00,2023-11-14 08:00:00,4295.5,4467.32,3.9500000000000037,2,long
2024-03-21 08:00:00,2024-04-02 08:00:00,5311.75,5258.6325,-1.050000000000001,1,long
2024-08-01 08:00:00,2024-08-01 09:48:00,5587.5,5531.625,-1.050000000000001,1,long
2024-11-08 08:00:00,2024-11-15 08:19:00,5998.5,5938.515,-1.0499999999999898,1,long
