entry_time,exit_time,entry_price,exit_price,pnl_pct,exit_reason
2013-03-21 12:34:00,2013-04-15 15:13:00,1540.75,1545.21,0.2394694142463017,4
2013-04-16 09:31:00,2013-04-17 09:58:00,1559.0,1543.41,-1.0499999999999898,1
2013-04-17 10:08:00,2013-04-18 09:30:00,1541.0,1540.5,-0.08244646333550039,3
2013-04-19 10:01:00,2013-05-08 09:30:00,1544.75,1621.9875000000002,4.950000000000005,2
2013-05-22 12:33:00,2013-05-22 14:24:00,1667.25,1650.5774999999999,-1.050000000000012,1
2013-05-23 09:30:00,2013-05-31 15:00:00,1643.5,1627.065,-1.050000000000001,1
2013-06-03 09:30:00,2013-06-05 09:30:00,1631.0,1621.75,-0.6171367259350136,3
2013-06-07 09:35:00,2013-06-12 10:46:00,1637.75,1621.3725,-1.050000000000001,1
2013-07-25 10:23:00,2013-08-15 09:30:00,1675.5,1660.5,-0.9452551477171001,3
2013-09-18 09:30:00,2013-09-30 09:30:00,1696.0,1679.04,-1.050000000000001,1
2013-10-01 13:26:00,2013-10-03 09:30:00,1683.75,1672.25,-0.7329992576095068,3
2013-10-14 09:41:00,2013-11-13 12:49:00,1689.25,1773.7125,4.950000000000005,2
2013-11-20 13:40:00,2013-12-13 09:30:00,1780.5,1768.0,-0.7520499859589969,3
2013-12-16 09:30:00,2013-12-18 13:00:00,1782.75,1764.9225,-1.050000000000001,1
2014-01-02 10:50:00,2014-01-13 14:45:00,1828.0,1809.72,-1.050000000000001,1
2014-01-23 09:36:00,2014-01-24 09:30:00,1823.0,1805.75,-0.996242457487656,3
2014-02-19 14:45:00,2014-03-27 09:30:00,1825.75,1846.75,1.100212241544568,3
2014-03-28 09:31:00,2014-04-07 12:12:00,1856.0,1837.44,-1.050000000000001,1
2014-05-09 09:42:00,2014-06-24 09:38:00,1865.75,1959.0375000000001,4.950000000000005,2
2014-06-26 09:38:00,2014-07-31 09:30:00,1940.25,1945.75,0.23346862517716344,3
2014-09-05 09:32:00,2014-09-23 09:30:00,1989.5,1984.0,-0.3264513696908777,3
2014-12-08 12:40:00,2014-12-09 09:30:00,2057.0,2036.43,-1.050000000000001,1
2014-12-09 09:30:00,2014-12-11 09:30:00,2035.75,2053.75,0.8341950141225574,3
2015-02-06 14:20:00,2015-03-10 09:30:00,2046.5,2054.2174999999997,0.32710725629120924,4
2015-03-12 09:31:00,2015-03-13 10:26:00,2057.25,2036.6775,-1.050000000000001,1
2015-03-17 10:01:00,2015-03-25 09:30:00,2061.0,2083.25,1.0295730228044586,3
2015-03-30 09:30:00,2015-04-01 09:30:00,2072.0,2051.28,-1.0499999999999898,1
2015-04-14 09:30:00,2015-05-06 09:30:00,2078.5,2077.75,-0.08608371421698342,3
2015-05-06 09:48:00,2015-05-06 13:41:00,2083.75,2062.9125,-1.050000000000001,1
2015-05-07 11:07:00,2015-06-04 09:30:00,2082.75,2104.0,0.9702856799903958,3
2015-06-04 09:33:00,2015-06-08 11:55:00,2103.0,2081.97,-1.050000000000012,1
2015-10-15 09:37:00,2015-11-02 13:54:00,1995.75,2095.5375,4.950000000000005,2
2019-01-17 09:30:00,2019-02-12 12:51:00,2616.25,2747.0625,4.950000000000005,2
2019-02-27 09:30:00,2019-03-07 09:40:00,2779.75,2751.9525,-1.050000000000001,1
2019-03-11 09:30:00,2019-04-12 09:30:00,2769.75,2908.2375,4.950000000000005,2
2019-04-30 10:08:00,2019-05-07 09:33:00,2926.5,2897.235,-1.050000000000001,1
2019-05-10 13:01:00,2019-05-13 09:30:00,2868.75,2840.0625,-1.050000000000001,1
2019-06-25 09:41:00,2019-08-01 09:30:00,2939.25,3000.75,2.042370502679253,3
2019-09-23 09:30:00,2019-09-24 11:54:00,2992.25,2962.3275,-1.050000000000001,1
2019-09-25 09:30:00,2019-10-01 09:30:00,2967.75,2970.0,0.025815011372259986,3
2019-10-01 09:30:00,2019-10-01 12:34:00,2970.0,2940.3,-1.0499999999999898,1
2019-10-10 11:09:00,2019-11-07 09:30:00,2943.0,3090.15,4.950000000000005,2
2019-11-20 12:14:00,2020-01-02 13:42:00,3093.25,3247.9125000000004,4.950000000000005,2
2020-01-06 09:32:00,2020-01-31 09:30:00,3228.5,3252.75,0.7011228124515989,3
2020-01-31 09:31:00,2020-01-31 14:15:00,3254.0,3221.46,-1.050000000000001,1
