Parameter: dummy_param,Total Trades,Win Rate (%),Profit Factor,Total Return (%),Max Drawdown (%),Avg Duration (hrs),Stop Loss Exits,ATR Stop Loss Exits,Trailing SL Exits,Take Profit Exits,MA Cross Exits,Price Below MA Exits,VIX Spike Exits,Time Exit (Days) Exits,Time Exit (Same Day) Exits
1,19.0,36.84210526315789,0.903808344763809,-1.1761168965665147,-4.478074693224881,188.68684210526314,9.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0
