Parameter: dummy_param,Total Trades,Win Rate (%),Profit Factor,Total Return (%),Max Drawdown (%),Avg Duration (hrs),Stop Loss Exits,Trailing SL Exits,Take Profit Exits,MA Cross Exits,Price Below MA Exits,VIX Spike Exits
1,26.0,38.46153846153847,1.8425038249002168,11.545852994340965,-3.117040762499978,220.47115384615384,12.0,5.0,6.0,3.0,0.0,0.0
