event_date,event_type,surprise_direction,return_day_-2,return_day_-1,return_day_+0,return_day_+1,return_day_+2,return_day_+3,return_day_+4,return_day_+5
2016-11-02,FOMC,inline,-0.012227181023405365,-0.6786915316417175,-0.23586475819107333,-0.44233867508127744,-0.16661400132141901,2.2223501088635134,2.2223501088635134,2.2223501088635134
2016-12-14,FOMC,inline,-0.11374046815045835,0.6539770310506121,-0.7028815941971467,0.3883228005396644,-0.17506399119374683,0.1975138060378967,0.1975138060378967,0.1975138060378967
2017-02-01,FOMC,better,-0.6009526341248739,-0.08899995615766487,0.04871754358246605,0.05702879954376794,0.7264835478001608,-0.2115416423640437,-0.2115416423640437,-0.2115416423640437
2017-03-15,FOMC,inline,0.036668633566550035,-0.33790189048102937,0.29812839283986925,-0.1626657052061442,-0.13143639402364293,-0.200988121517931,-0.200988121517931,-0.200988121517931
2017-05-03,FOMC,worse,0.173223722842053,0.11891154069998411,0.14845319321141748,0.0582045366039452,0.4088687267735702,0.003751109703298283,0.003751109703298283,0.003751109703298283
2017-06-14,FOMC,inline,-0.0978710980068076,0.4511420562363311,-0.017224833288220776,-0.2239614097263254,0.028366345181418673,0.834720424141544,0.834720424141544,0.834720424141544
2017-07-26,FOMC,inline,-0.10636834995592093,0.2923183435833865,-0.03187257425503187,-0.09726252406339064,-0.13411865461215866,-0.07281258848751415,-0.07281258848751415,-0.07281258848751415
2017-09-20,FOMC,inline,0.14558660603223306,0.11102812845715793,0.0849922788704216,-0.3045960514145296,0.06478445173156988,-0.2222026840165925,-0.2222026840165925,-0.2222026840165925
2017-11-01,FOMC,inline,-0.3192474438895587,0.09444852555358096,0.009693266281773916,0.018996960486306058,0.30970792875555375,0.12713305304810074,0.12713305304810074,0.12713305304810074
2017-12-13,FOMC,inline,0.32019611540636816,0.15488780033008354,-0.23079718697196494,-0.4070826370242253,0.8974325134520456,0.5362862086620401,0.5362862086620401,0.5362862086620401
2018-01-31,FOMC,inline,-0.6731944014173874,-1.0898781509218525,-0.247631428349393,-0.06480605989779287,-2.1208513171602883,-4.097924427887179,-4.097924427887179,-4.097924427887179
2018-03-21,FOMC,inline,-1.4204163502312905,0.1481798210046792,-0.79381628091586,-2.516289137256489,-2.0966906104724736,2.71572407717926,2.71572407717926,2.71572407717926
2018-05-02,FOMC,worse,-0.8187541902161422,0.25490455240648746,-0.7463782578733036,-0.22536964035709817,1.2811201149927953,0.3457960066380883,0.3457960066380883,0.3457960066380883
2018-06-13,FOMC,inline,0.10687182218256375,0.17433501078361058,-0.37329102701694206,0.2471510972283708,-0.10170746345898873,-0.21261593144484836,-0.21261593144484836,-0.21261593144484836
2018-08-01,FOMC,inline,-0.5754180827438504,0.488474987511589,0.06153014443579519,0.4926493587738445,0.46441380578801095,0.35382963367192044,0.35382963367192044,0.35382963367192044
2018-09-26,FOMC,inline,-0.35157543341060027,-0.13050760951849316,-0.6495793119245641,0.27632769780832067,-0.0006863417982172493,0.36410682297065566,0.36410682297065566,0.36410682297065566
2018-11-08,FOMC,worse,0.6259335137365651,2.120887695294771,-0.11210044199603253,-0.9198989607493102,-1.9701475363267495,-1.9701475363267495,-1.9701475363267495,-0.1481905348797996
2018-12-19,FOMC,inline,-2.0773476413007863,0.008641209140813899,-1.9700157194585066,-1.5772090500047797,-2.0588306814405377,-2.711224768478282,-2.711224768478282,-2.711224768478282
2019-01-30,FOMC,worse,-0.7846860505261399,-0.1456209694195909,0.47331379617900904,0.8597377892989533,0.0898635405495396,0.6776204217207926,0.6776204217207926,0.6776204217207926
2019-03-20,FOMC,inline,0.37059607153993035,-0.013060636653083879,-0.11741613764567616,1.085251555291178,-1.8974527826038257,-0.08390729493592541,-0.08390729493592541,-0.08390729493592541
2019-05-01,FOMC,inline,0.10714723049920494,0.0951400427450455,-0.8225971682304545,-0.21239991380873624,0.963832295922562,-0.4471014787957861,-0.4471014787957861,-0.4471014787957861
2019-06-19,FOMC,inline,0.09317695307899942,0.9717372571954597,0.3084875199659942,0.9472195075278522,-0.12592326804730103,-0.1731933325650914,-0.1731933325650914,-0.1731933325650914
2019-07-31,FOMC,inline,-0.161606948107329,-0.2578641959370631,-1.0294283683892402,-0.8998852495319398,-0.7282736765124032,-2.977780051499812,-2.977780051499812,-2.977780051499812
2019-09-18,FOMC,inline,-0.31356092824674775,0.2581755593803692,0.22867657598495406,0.001995523375897257,-0.4895586322955614,-0.00969228661094057,-0.00969228661094057,-0.00969228661094057
2019-10-30,FOMC,better,0.558137996062924,-0.08323956544341593,0.5853339671975322,-0.3022873403637272,0.9662360578885698,0.370405391746087,0.370405391746087,0.370405391746087
2019-12-11,FOMC,better,-0.316283682622831,-0.10969527672547441,0.20413175428917185,0.8575166394515055,0.007258794976916505,0.7147816208028068,0.7147816208028068,0.7147816208028068
2020-01-29,FOMC,worse,-1.5730684849202037,1.0053551114029613,-0.4818727673481793,0.3134355715769477,-1.7705852615678808,0.725464421240618,0.725464421240618,0.725464421240618
2020-03-03,FOMC,inline,4.603922524388837,4.603922524388837,0.08264214949564863,4.2202592421180185,-3.392202215889484,-1.7053909799797706,-7.59696807597977,-7.59696807597977
2020-03-15,FOMC,better,9.28711945304439,-11.984050283657066,-11.984050283657066,-11.984050283657066,5.995482224354909,-5.183082330706679,0.4707893749218206,-4.3359522534749395
2020-04-29,FOMC,better,1.4714073196697708,-0.5242350129234907,-0.0676525582185894,-0.9212419757034462,-2.8059043479156554,0.42498171836746756,0.42498171836746756,0.42498171836746756
2020-06-10,FOMC,inline,1.2041591393674889,-0.7799182648133396,-0.14867491525529797,-5.894412157460172,1.3060857399820103,0.8312207568449193,0.8312207568449193,0.8312207568449193
2020-07-29,FOMC,inline,0.7395129414764723,-0.6473401020556158,0.23286074189370343,-0.37502608610255894,0.7670459796317086,0.7181026681992719,0.7181026681992719,0.7181026681992719
2020-09-16,FOMC,inline,1.274180851668838,0.5219385613883576,-0.6986750984803392,-0.8412371621242309,-1.118257020384228,-1.1571124305988612,-1.1571124305988612,-1.1571124305988612
2020-11-05,FOMC,inline,1.7757020638986987,2.208950970905499,-0.316617446615175,-0.028771240154390476,1.1699872344305584,1.1699872344305584,1.1699872344305584,-0.1399802844669673
2020-12-16,FOMC,inline,-0.4359266922526861,1.2921214314501217,0.1363588401923188,0.5757638800703457,-0.35111001267972286,-0.3906281591951277,-0.3906281591951277,-0.3906281591951277
2021-01-27,FOMC,better,0.3615803325289546,-0.14888363213811928,-1.0468414040549212,0.9760662477304782,-1.9311502938707092,1.6051736021366558,1.6051736021366558,1.6051736021366558
2021-03-17,FOMC,inline,0.6491958593476621,-0.15696886322292825,0.38318240947725624,-1.4760500437832724,-0.060273888636330764,0.7025120748255897,0.7025120748255897,0.7025120748255897
2021-04-28,FOMC,inline,0.1782224167916624,-0.02149192142553158,-0.02509422283190066,0.6762797680233579,-0.7194637501869883,0.27480346410215795,0.27480346410215795,0.27480346410215795
2021-06-16,FOMC,inline,0.18152110447704484,-0.20116799642784233,0.2732545303037126,-0.04356370007340127,-1.3124547000611053,1.400232812106239,1.400232812106239,1.400232812106239
2021-07-28,FOMC,inline,0.2382253008416102,-0.47124799312575627,0.2136061176063464,0.4206206369982368,-0.5406016994218166,-0.18428943907755624,-0.18428943907755624,-0.18428943907755624
2021-09-22,FOMC,inline,-1.6977254629493954,-0.08123495489623656,-0.1453871386902339,1.2134751708511082,0.14610090402744635,-0.27763563072890074,-0.27763563072890074,-0.27763563072890074
2021-11-03,FOMC,inline,0.18000686154020507,0.36803672564356127,0.6387403125465596,0.4181891914508462,0.37328581257503046,0.08877005575269603,0.08877005575269603,0.08877005575269603
2021-12-15,FOMC,inline,-0.9136209099282255,-0.7470598440341258,2.0236416451673733,-0.874337823922211,-1.0287726483131143,-1.1388032826621375,-1.1388032826621375,-1.1388032826621375
2022-01-26,FOMC,better,0.27717522294530283,-1.2171976789799865,-1.7502292531542007,-0.5383994684971971,2.4347568825681787,1.8886018254227865,1.8886018254227865,1.8886018254227865
2022-03-16,FOMC,inline,-0.742095611408311,2.1408493905025416,1.0227783779272803,1.2347803738532281,1.1662250349640857,-0.043467350194470455,-0.043467350194470455,-0.043467350194470455
2022-05-04,FOMC,worse,0.5675313957399952,0.4837102743912469,2.4145051312401966,-3.5649753381843063,-0.5674159064547379,-3.2037134944001844,-3.2037134944001844,-3.2037134944001844
2022-06-15,FOMC,worse,-3.876837415339185,-0.37737056722930706,0.07921858784945002,-3.2511959134456814,0.22008470670371594,2.447725615264873,2.447725615264873,2.447725615264873
2022-07-27,FOMC,worse,0.13151152429682345,-1.1543193070554847,1.2720641720382453,1.2133382708562568,1.4207733466259809,-0.28230463236237346,-0.28230463236237346,-0.28230463236237346
2022-09-21,FOMC,worse,0.6857148758303566,-1.1272112803181633,-1.5351959719617003,-0.8427596288058115,-1.723261637204987,-1.0340542018774879,-1.0340542018774879,-1.0340542018774879
2022-11-02,FOMC,worse,-0.7454384193014141,-0.410126085362017,-2.7398075331125815,-1.0585979163175718,1.3618682272863003,0.961398204505981,0.961398204505981,0.961398204505981
2022-12-14,FOMC,worse,1.4279251114533986,0.7289703700733785,-0.7891534851381832,-2.492165834025817,-1.1137778348199956,-0.9007465553582783,-0.9007465553582783,-0.9007465553582783
2023-02-01,FOMC,better,-1.2968731575016657,1.4642450911824145,1.684534815118366,1.469942051995421,-1.0354661511665864,-0.6140486597300043,-0.6140486597300043,-0.6140486597300043
2023-03-22,FOMC,worse,0.8918358593079878,1.2982181765728518,-2.021795774735524,0.2984528711166279,0.5639802265037686,0.16469444647304599,0.16469444647304599,0.16469444647304599
2023-05-03,FOMC,worse,-0.03861392787588569,-1.1586253889876552,-1.1690834327903965,-0.7218725172645657,1.8474744042430657,0.04521003324267081,0.04521003324267081,0.04521003324267081
2023-06-14,FOMC,worse,0.9321075820101221,0.6932584761680793,0.20625219142953455,1.217813698517345,-0.36716193988033385,-0.47351341054383544,-0.47351341054383544,-0.47351341054383544
2023-07-26,FOMC,inline,0.4034089155574794,0.2814712029929778,0.15878899267685043,-0.6424700279192064,0.9877881875342887,0.14687171966489831,0.14687171966489831,0.14687171966489831
2023-09-20,FOMC,worse,0.07212964460983073,-0.21511026084926055,-0.8892991422203234,-1.6400890463858953,-0.22956120092377796,0.40230922718664797,0.40230922718664797,0.40230922718664797
2023-11-01,FOMC,inline,1.2010093822027113,0.6474961721408823,0.45488269999784947,1.8858574846738696,0.9393716215277292,0.17529609897344312,0.17529609897344312,0.17529609897344312
2023-12-13,FOMC,inline,0.3924532563629679,0.4599302532861449,1.0376173866380567,0.2647070695482867,-0.007627845875146644,0.452831947855481,0.452831947855481,0.452831947855481
2024-01-31,FOMC,worse,0.7556783214781593,-0.060065788272156695,-0.6874091806221894,1.2493679898465615,1.068446187367389,-0.318637682737688,-0.318637682737688,-0.318637682737688
2024-03-20,FOMC,inline,0.6318044044564486,0.5649179907640134,0.7851201407429009,0.3236599025383535,-0.14022623165372838,-0.30549197773100945,-0.30549197773100945,-0.30549197773100945
2024-05-01,FOMC,inline,0.3178456301617949,-1.5730517164206925,-0.30434808520951595,0.9128425650457572,1.2556771059594851,1.0326085896653403,1.0326085896653403,1.0326085896653403
2024-06-12,FOMC,inline,0.25808913052016713,0.271042141176947,-0.07410069953273091,0.23445728948188194,-0.0393835553412436,0.7664408277487045,0.7664408277487045,0.7664408277487045
2024-07-31,FOMC,inline,0.0813320877067536,-0.4960154039322595,0.17759604971239185,-1.3693569708273734,-1.8381839946536194,-2.9968802370122227,-2.9968802370122227,-2.9968802370122227
2024-09-18,FOMC,inline,0.12566610143582846,0.026450846693371055,-1.0289483094842566,1.6976786407179478,-0.19409693295342478,0.2809269537312087,0.2809269537312087,0.2809269537312087
2024-11-07,FOMC,better,1.2265675189796932,2.5295879476236127,0.13495276653172628,0.37568431802581514,0.0969053663222974,0.0969053663222974,0.0969053663222974,-0.2892682479775477
2024-12-18,FOMC,better,0.379931549522472,-0.38639596449174807,-2.8871755689842793,-0.08650990436227524,1.0869120584686254,0.7287319692792726,0.7287319692792726,0.7287319692792726
