symbol,date,expected_minutes,actual_minutes,missing_minutes
ES,2018-11-08,390,375,15
ES,2018-11-09,390,375,15
ES,2018-11-12,390,375,15
ES,2018-11-13,390,375,15
ES,2018-11-14,390,375,15
ES,2018-11-15,390,375,15
ES,2018-11-16,390,375,15
ES,2018-11-19,390,375,15
ES,2018-11-20,390,375,15
ES,2018-11-21,390,375,15
ES,2018-11-22,390,150,240
ES,2018-11-23,390,165,225
ES,2018-11-26,390,375,15
ES,2018-11-27,390,375,15
ES,2018-11-28,390,375,15
ES,2018-11-29,390,375,15
ES,2018-11-30,390,375,15
ES,2018-12-03,390,375,15
ES,2018-12-04,390,375,15
ES,2018-12-06,390,375,15
ES,2018-12-07,390,375,15
ES,2018-12-10,390,375,15
ES,2018-12-11,390,375,15
ES,2018-12-12,390,375,15
ES,2018-12-13,390,375,15
ES,2018-12-14,390,375,15
ES,2018-12-17,390,375,15
ES,2018-12-18,390,375,15
ES,2018-12-19,390,375,15
ES,2018-12-20,390,375,15
ES,2018-12-21,390,375,15
ES,2018-12-24,390,165,225
ES,2018-12-26,390,375,15
ES,2018-12-27,390,375,15
ES,2018-12-28,390,375,15
ES,2018-12-31,390,375,15
ES,2019-01-02,390,375,15
ES,2019-01-03,390,375,15
ES,2019-01-04,390,375,15
ES,2019-01-07,390,375,15
ES,2019-01-08,390,375,15
ES,2019-01-09,390,375,15
ES,2019-01-10,390,375,15
ES,2019-01-11,390,375,15
ES,2019-01-14,390,375,15
ES,2019-01-15,390,375,15
ES,2019-01-16,390,375,15
ES,2019-01-17,390,375,15
ES,2019-01-18,390,375,15
ES,2019-01-21,390,150,240
ES,2019-01-22,390,375,15
ES,2019-01-23,390,375,15
ES,2019-01-24,390,375,15
ES,2019-01-25,390,375,15
ES,2019-01-28,390,375,15
ES,2019-01-29,390,375,15
ES,2019-01-30,390,375,15
ES,2019-01-31,390,375,15
ES,2019-02-01,390,375,15
ES,2019-02-04,390,375,15
ES,2019-02-05,390,375,15
ES,2019-02-06,390,375,15
ES,2019-02-07,390,375,15
ES,2019-02-08,390,375,15
ES,2019-02-11,390,375,15
ES,2019-02-12,390,375,15
ES,2019-02-13,390,375,15
ES,2019-02-14,390,375,15
ES,2019-02-15,390,375,15
ES,2019-02-18,390,150,240
ES,2019-02-19,390,375,15
ES,2019-02-20,390,375,15
ES,2019-02-21,390,375,15
ES,2019-02-22,390,375,15
ES,2019-02-25,390,375,15
ES,2019-02-26,390,375,15
ES,2019-02-27,390,375,15
ES,2019-02-28,390,375,15
ES,2019-03-01,390,375,15
ES,2019-03-04,390,375,15
ES,2019-03-05,390,375,15
ES,2019-03-06,390,375,15
ES,2019-03-07,390,375,15
ES,2019-03-08,390,375,15
ES,2019-03-11,390,375,15
ES,2019-03-12,390,375,15
ES,2019-03-13,390,375,15
ES,2019-03-14,390,375,15
ES,2019-03-15,390,375,15
ES,2019-03-18,390,375,15
ES,2019-03-19,390,375,15
ES,2019-03-20,390,375,15
ES,2019-03-21,390,375,15
ES,2019-03-22,390,375,15
ES,2019-03-25,390,375,15
ES,2019-03-26,390,375,15
ES,2019-03-27,390,375,15
ES,2019-03-28,390,375,15
ES,2019-03-29,390,375,15
ES,2019-04-01,390,375,15
ES,2019-04-02,390,375,15
ES,2019-04-03,390,375,15
ES,2019-04-04,390,375,15
ES,2019-04-05,390,375,15
ES,2019-04-08,390,375,15
ES,2019-04-09,390,375,15
ES,2019-04-10,390,375,15
ES,2019-04-11,390,375,15
ES,2019-04-12,390,375,15
ES,2019-04-15,390,375,15
ES,2019-04-16,390,375,15
ES,2019-04-17,390,375,15
ES,2019-04-18,390,375,15
ES,2019-04-22,390,375,15
ES,2019-04-23,390,375,15
ES,2019-04-24,390,375,15
ES,2019-04-25,390,375,15
ES,2019-04-26,390,375,15
ES,2019-04-29,390,375,15
ES,2019-04-30,390,375,15
ES,2019-05-01,390,375,15
ES,2019-05-02,390,375,15
ES,2019-05-03,390,375,15
ES,2019-05-06,390,375,15
ES,2019-05-07,390,375,15
ES,2019-05-08,390,375,15
ES,2019-05-09,390,375,15
ES,2019-05-10,390,375,15
ES,2019-05-13,390,375,15
ES,2019-05-14,390,375,15
ES,2019-05-15,390,375,15
ES,2019-05-16,390,375,15
ES,2019-05-17,390,375,15
ES,2019-05-20,390,375,15
ES,2019-05-21,390,375,15
ES,2019-05-22,390,375,15
ES,2019-05-23,390,375,15
ES,2019-05-24,390,375,15
ES,2019-05-27,390,150,240
ES,2019-05-28,390,375,15
ES,2019-05-29,390,375,15
ES,2019-05-30,390,375,15
ES,2019-05-31,390,375,15
ES,2019-06-03,390,375,15
ES,2019-06-04,390,375,15
ES,2019-06-05,390,375,15
ES,2019-06-06,390,375,15
ES,2019-06-07,390,375,15
ES,2019-06-10,390,375,15
ES,2019-06-11,390,375,15
ES,2019-06-12,390,375,15
ES,2019-06-13,390,375,15
ES,2019-06-14,390,375,15
ES,2019-06-17,390,375,15
ES,2019-06-18,390,375,15
ES,2019-06-19,390,375,15
ES,2019-06-20,390,375,15
ES,2019-06-21,390,375,15
ES,2019-06-24,390,375,15
ES,2019-06-25,390,375,15
ES,2019-06-26,390,375,15
ES,2019-06-27,390,375,15
ES,2019-06-28,390,375,15
ES,2019-07-01,390,375,15
ES,2019-07-02,390,375,15
ES,2019-07-03,390,165,225
ES,2019-07-04,390,149,241
ES,2019-07-05,390,375,15
ES,2019-07-08,390,375,15
ES,2019-07-09,390,375,15
ES,2019-07-10,390,375,15
ES,2019-07-11,390,375,15
ES,2019-07-12,390,375,15
ES,2019-07-15,390,375,15
ES,2019-07-16,390,375,15
ES,2019-07-17,390,375,15
ES,2019-07-18,390,375,15
ES,2019-07-19,390,375,15
ES,2019-07-22,390,375,15
ES,2019-07-23,390,375,15
ES,2019-07-24,390,375,15
ES,2019-07-25,390,375,15
ES,2019-07-26,390,375,15
ES,2019-07-29,390,375,15
ES,2019-07-30,390,375,15
ES,2019-07-31,390,375,15
ES,2019-08-01,390,375,15
ES,2019-08-02,390,375,15
ES,2019-08-05,390,375,15
ES,2019-08-06,390,375,15
ES,2019-08-07,390,375,15
ES,2019-08-08,390,375,15
ES,2019-08-09,390,375,15
ES,2019-08-12,390,375,15
ES,2019-08-13,390,375,15
ES,2019-08-14,390,375,15
ES,2019-08-15,390,375,15
ES,2019-08-16,390,375,15
ES,2019-08-19,390,375,15
ES,2019-08-20,390,375,15
ES,2019-08-21,390,375,15
ES,2019-08-22,390,375,15
ES,2019-08-23,390,375,15
ES,2019-08-26,390,375,15
ES,2019-08-27,390,375,15
ES,2019-08-28,390,375,15
ES,2019-08-29,390,375,15
ES,2019-08-30,390,375,15
ES,2019-09-02,390,150,240
ES,2019-09-03,390,375,15
ES,2019-09-04,390,375,15
ES,2019-09-05,390,375,15
ES,2019-09-06,390,375,15
ES,2019-09-09,390,375,15
ES,2019-09-10,390,375,15
ES,2019-09-11,390,375,15
ES,2019-09-12,390,375,15
ES,2019-09-13,390,375,15
ES,2019-09-16,390,375,15
ES,2019-09-17,390,375,15
ES,2019-09-18,390,375,15
ES,2019-09-19,390,375,15
ES,2019-09-20,390,375,15
ES,2019-09-23,390,375,15
ES,2019-09-24,390,375,15
ES,2019-09-25,390,375,15
ES,2019-09-26,390,375,15
ES,2019-09-27,390,375,15
ES,2019-09-30,390,375,15
ES,2019-10-01,390,375,15
ES,2019-10-02,390,375,15
ES,2019-10-03,390,375,15
ES,2019-10-04,390,375,15
ES,2019-10-07,390,375,15
ES,2019-10-08,390,375,15
ES,2019-10-09,390,375,15
ES,2019-10-10,390,375,15
ES,2019-10-11,390,375,15
ES,2019-10-14,390,375,15
ES,2019-10-15,390,375,15
ES,2019-10-16,390,375,15
ES,2019-10-17,390,375,15
ES,2019-10-18,390,375,15
ES,2019-10-21,390,375,15
ES,2019-10-22,390,375,15
ES,2019-10-23,390,375,15
ES,2019-10-24,390,375,15
ES,2019-10-25,390,375,15
ES,2019-10-28,390,375,15
ES,2019-10-29,390,375,15
ES,2019-10-30,390,375,15
ES,2019-10-31,390,375,15
ES,2019-11-01,390,375,15
ES,2019-11-04,390,375,15
ES,2019-11-05,390,375,15
ES,2019-11-06,390,375,15
ES,2019-11-07,390,375,15
ES,2019-11-08,390,375,15
ES,2019-11-11,390,375,15
ES,2019-11-12,390,375,15
ES,2019-11-13,390,375,15
ES,2019-11-14,390,375,15
ES,2019-11-15,390,375,15
ES,2019-11-18,390,375,15
ES,2019-11-19,390,375,15
ES,2019-11-20,390,375,15
ES,2019-11-21,390,375,15
ES,2019-11-22,390,375,15
ES,2019-11-25,390,375,15
ES,2019-11-26,390,375,15
ES,2019-11-27,390,375,15
ES,2019-11-28,390,150,240
ES,2019-11-29,390,165,225
ES,2019-12-02,390,375,15
ES,2019-12-03,390,375,15
ES,2019-12-04,390,375,15
ES,2019-12-05,390,375,15
ES,2019-12-06,390,375,15
ES,2019-12-09,390,375,15
ES,2019-12-10,390,375,15
ES,2019-12-11,390,375,15
ES,2019-12-12,390,375,15
ES,2019-12-13,390,375,15
ES,2019-12-16,390,375,15
ES,2019-12-17,390,375,15
ES,2019-12-18,390,375,15
ES,2019-12-19,390,375,15
ES,2019-12-20,390,375,15
ES,2019-12-23,390,375,15
ES,2019-12-24,390,165,225
ES,2019-12-26,390,375,15
ES,2019-12-27,390,375,15
ES,2019-12-30,390,375,15
ES,2019-12-31,390,375,15
ES,2020-01-02,390,375,15
ES,2020-01-03,390,375,15
ES,2020-01-06,390,375,15
ES,2020-01-07,390,375,15
ES,2020-01-08,390,375,15
ES,2020-01-09,390,375,15
ES,2020-01-10,390,375,15
ES,2020-01-13,390,375,15
ES,2020-01-14,390,375,15
ES,2020-01-15,390,375,15
ES,2020-01-16,390,375,15
ES,2020-01-17,390,375,15
ES,2020-01-20,390,150,240
ES,2020-01-21,390,375,15
ES,2020-01-22,390,375,15
ES,2020-01-23,390,375,15
ES,2020-01-24,390,375,15
ES,2020-01-27,390,375,15
ES,2020-01-28,390,375,15
ES,2020-01-29,390,375,15
ES,2020-01-30,390,375,15
ES,2020-01-31,390,375,15
ES,2020-02-03,390,375,15
ES,2020-02-04,390,375,15
ES,2020-02-05,390,375,15
ES,2020-02-06,390,375,15
ES,2020-02-07,390,375,15
ES,2020-02-10,390,375,15
ES,2020-02-11,390,375,15
ES,2020-02-12,390,375,15
ES,2020-02-13,390,375,15
ES,2020-02-14,390,375,15
ES,2020-02-17,390,150,240
ES,2020-02-18,390,375,15
ES,2020-02-19,390,375,15
ES,2020-02-20,390,375,15
ES,2020-02-21,390,375,15
ES,2020-02-24,390,375,15
ES,2020-02-25,390,375,15
ES,2020-02-26,390,375,15
ES,2020-02-27,390,375,15
ES,2020-02-28,390,375,15
ES,2020-03-02,390,375,15
ES,2020-03-03,390,375,15
ES,2020-03-04,390,375,15
ES,2020-03-05,390,375,15
ES,2020-03-06,390,375,15
ES,2020-03-09,390,375,15
ES,2020-03-10,390,375,15
ES,2020-03-11,390,375,15
ES,2020-03-12,390,375,15
ES,2020-03-13,390,375,15
ES,2020-03-16,390,375,15
ES,2020-03-17,390,375,15
ES,2020-03-18,390,362,28
ES,2020-03-19,390,375,15
ES,2020-03-20,390,375,15
ES,2020-03-23,390,375,15
ES,2020-03-24,390,375,15
ES,2020-03-25,390,375,15
ES,2020-03-26,390,375,15
ES,2020-03-27,390,375,15
ES,2020-03-30,390,375,15
ES,2020-03-31,390,375,15
ES,2020-04-01,390,375,15
ES,2020-04-02,390,375,15
ES,2020-04-03,390,375,15
ES,2020-04-06,390,375,15
ES,2020-04-07,390,375,15
ES,2020-04-08,390,375,15
ES,2020-04-09,390,375,15
ES,2020-04-13,390,375,15
ES,2020-04-14,390,375,15
ES,2020-04-15,390,375,15
ES,2020-04-16,390,375,15
ES,2020-04-17,390,375,15
ES,2020-04-20,390,375,15
ES,2020-04-21,390,375,15
ES,2020-04-22,390,375,15
ES,2020-04-23,390,375,15
ES,2020-04-24,390,375,15
ES,2020-04-27,390,375,15
ES,2020-04-28,390,375,15
ES,2020-04-29,390,375,15
ES,2020-04-30,390,375,15
ES,2020-05-01,390,375,15
ES,2020-05-04,390,375,15
ES,2020-05-05,390,375,15
ES,2020-05-06,390,375,15
ES,2020-05-07,390,375,15
ES,2020-05-08,390,375,15
ES,2020-05-11,390,375,15
ES,2020-05-12,390,375,15
ES,2020-05-13,390,375,15
ES,2020-05-14,390,375,15
ES,2020-05-15,390,375,15
ES,2020-05-18,390,375,15
ES,2020-05-19,390,375,15
ES,2020-05-20,390,375,15
ES,2020-05-21,390,375,15
ES,2020-05-22,390,375,15
ES,2020-05-25,390,150,240
ES,2020-05-26,390,375,15
ES,2020-05-27,390,375,15
ES,2020-05-28,390,375,15
ES,2020-05-29,390,375,15
ES,2020-06-01,390,375,15
ES,2020-06-02,390,375,15
ES,2020-06-03,390,375,15
ES,2020-06-04,390,375,15
ES,2020-06-05,390,375,15
ES,2020-06-08,390,375,15
ES,2020-06-09,390,375,15
ES,2020-06-10,390,375,15
ES,2020-06-11,390,375,15
ES,2020-06-12,390,375,15
ES,2020-06-15,390,375,15
ES,2020-06-16,390,375,15
ES,2020-06-17,390,375,15
ES,2020-06-18,390,375,15
ES,2020-06-19,390,375,15
ES,2020-06-22,390,375,15
ES,2020-06-23,390,375,15
ES,2020-06-24,390,375,15
ES,2020-06-25,390,375,15
ES,2020-06-26,390,375,15
ES,2020-06-29,390,375,15
ES,2020-06-30,390,375,15
ES,2020-07-01,390,375,15
ES,2020-07-02,390,375,15
ES,2020-07-03,390,150,240
ES,2020-07-06,390,375,15
ES,2020-07-07,390,375,15
ES,2020-07-08,390,375,15
ES,2020-07-09,390,375,15
ES,2020-07-10,390,375,15
ES,2020-07-13,390,375,15
ES,2020-07-14,390,375,15
ES,2020-07-15,390,375,15
ES,2020-07-16,390,375,15
ES,2020-07-17,390,375,15
ES,2020-07-20,390,375,15
ES,2020-07-21,390,375,15
ES,2020-07-22,390,375,15
ES,2020-07-23,390,375,15
ES,2020-07-24,390,375,15
ES,2020-07-27,390,375,15
ES,2020-07-28,390,375,15
ES,2020-07-29,390,375,15
ES,2020-07-30,390,375,15
ES,2020-07-31,390,375,15
ES,2020-08-03,390,375,15
ES,2020-08-04,390,375,15
ES,2020-08-05,390,375,15
ES,2020-08-06,390,375,15
ES,2020-08-07,390,375,15
ES,2020-08-10,390,375,15
ES,2020-08-11,390,375,15
ES,2020-08-12,390,375,15
ES,2020-08-13,390,375,15
ES,2020-08-14,390,375,15
ES,2020-08-17,390,375,15
ES,2020-08-18,390,375,15
ES,2020-08-19,390,375,15
ES,2020-08-20,390,375,15
ES,2020-08-21,390,375,15
ES,2020-08-24,390,375,15
ES,2020-08-25,390,375,15
ES,2020-08-26,390,375,15
ES,2020-08-27,390,375,15
ES,2020-08-28,390,375,15
ES,2020-08-31,390,375,15
ES,2020-09-01,390,375,15
ES,2020-09-02,390,375,15
ES,2020-09-03,390,375,15
ES,2020-09-04,390,375,15
ES,2020-09-07,390,150,240
ES,2020-09-08,390,375,15
ES,2020-09-09,390,375,15
ES,2020-09-10,390,375,15
ES,2020-09-11,390,375,15
ES,2020-09-14,390,375,15
ES,2020-09-15,390,375,15
ES,2020-09-16,390,375,15
ES,2020-09-17,390,375,15
ES,2020-09-18,390,375,15
ES,2020-09-21,390,375,15
ES,2020-09-22,390,375,15
ES,2020-09-23,390,375,15
ES,2020-09-24,390,375,15
ES,2020-09-25,390,375,15
ES,2020-09-28,390,375,15
ES,2020-09-29,390,375,15
ES,2020-09-30,390,375,15
ES,2020-10-01,390,375,15
ES,2020-10-02,390,375,15
ES,2020-10-05,390,375,15
ES,2020-10-06,390,375,15
ES,2020-10-07,390,375,15
ES,2020-10-08,390,375,15
ES,2020-10-09,390,375,15
ES,2020-10-12,390,375,15
ES,2020-10-13,390,375,15
ES,2020-10-14,390,375,15
ES,2020-10-15,390,375,15
ES,2020-10-16,390,375,15
ES,2020-10-19,390,375,15
ES,2020-10-20,390,375,15
ES,2020-10-21,390,375,15
ES,2020-10-22,390,375,15
ES,2020-10-23,390,375,15
ES,2020-10-26,390,375,15
ES,2020-10-27,390,375,15
ES,2020-10-28,390,375,15
ES,2020-10-29,390,375,15
ES,2020-10-30,390,375,15
ES,2020-11-02,390,375,15
ES,2020-11-03,390,375,15
ES,2020-11-04,390,375,15
ES,2020-11-05,390,375,15
ES,2020-11-06,390,375,15
ES,2020-11-09,390,375,15
ES,2020-11-10,390,375,15
ES,2020-11-11,390,375,15
ES,2020-11-12,390,375,15
ES,2020-11-13,390,375,15
ES,2020-11-16,390,375,15
ES,2020-11-17,390,375,15
ES,2020-11-18,390,375,15
ES,2020-11-19,390,375,15
ES,2020-11-20,390,375,15
ES,2020-11-23,390,375,15
ES,2020-11-24,390,375,15
ES,2020-11-25,390,375,15
ES,2020-11-26,390,150,240
ES,2020-11-27,390,165,225
ES,2020-11-30,390,375,15
ES,2020-12-01,390,375,15
ES,2020-12-02,390,375,15
ES,2020-12-03,390,375,15
ES,2020-12-04,390,375,15
ES,2020-12-07,390,375,15
ES,2020-12-08,390,375,15
ES,2020-12-09,390,375,15
ES,2020-12-10,390,375,15
ES,2020-12-11,390,375,15
ES,2020-12-14,390,375,15
ES,2020-12-15,390,375,15
ES,2020-12-16,390,375,15
ES,2020-12-17,390,375,15
ES,2020-12-18,390,375,15
ES,2020-12-21,390,375,15
ES,2020-12-22,390,375,15
ES,2020-12-23,390,375,15
ES,2020-12-24,390,165,225
ES,2020-12-28,390,375,15
ES,2020-12-29,390,375,15
ES,2020-12-30,390,375,15
ES,2020-12-31,390,375,15
ES,2021-01-04,390,375,15
ES,2021-01-05,390,375,15
ES,2021-01-06,390,375,15
ES,2021-01-07,390,375,15
ES,2021-01-08,390,375,15
ES,2021-01-11,390,375,15
ES,2021-01-12,390,375,15
ES,2021-01-13,390,375,15
ES,2021-01-14,390,375,15
ES,2021-01-15,390,375,15
ES,2021-01-18,390,150,240
ES,2021-01-19,390,375,15
ES,2021-01-20,390,375,15
ES,2021-01-21,390,375,15
ES,2021-01-22,390,375,15
ES,2021-01-25,390,375,15
ES,2021-01-26,390,375,15
ES,2021-01-27,390,375,15
ES,2021-01-28,390,375,15
ES,2021-01-29,390,375,15
ES,2021-02-01,390,375,15
ES,2021-02-02,390,375,15
ES,2021-02-03,390,375,15
ES,2021-02-04,390,375,15
ES,2021-02-05,390,375,15
ES,2021-02-08,390,375,15
ES,2021-02-09,390,375,15
ES,2021-02-10,390,375,15
ES,2021-02-11,390,375,15
ES,2021-02-12,390,375,15
ES,2021-02-15,390,150,240
ES,2021-02-16,390,375,15
ES,2021-02-17,390,375,15
ES,2021-02-18,390,375,15
ES,2021-02-19,390,375,15
ES,2021-02-22,390,375,15
ES,2021-02-23,390,375,15
ES,2021-02-24,390,375,15
ES,2021-02-25,390,375,15
ES,2021-02-26,390,375,15
ES,2021-03-01,390,375,15
ES,2021-03-02,390,375,15
ES,2021-03-03,390,375,15
ES,2021-03-04,390,375,15
ES,2021-03-05,390,375,15
ES,2021-03-08,390,375,15
ES,2021-03-09,390,375,15
ES,2021-03-10,390,375,15
ES,2021-03-11,390,375,15
ES,2021-03-12,390,375,15
ES,2021-03-15,390,375,15
ES,2021-03-16,390,375,15
ES,2021-03-17,390,375,15
ES,2021-03-18,390,375,15
ES,2021-03-19,390,375,15
ES,2021-03-22,390,375,15
ES,2021-03-23,390,375,15
ES,2021-03-24,390,375,15
ES,2021-03-25,390,375,15
ES,2021-03-26,390,375,15
ES,2021-03-29,390,375,15
ES,2021-03-30,390,375,15
ES,2021-03-31,390,375,15
ES,2021-04-01,390,375,15
ES,2021-04-05,390,375,15
ES,2021-04-06,390,375,15
ES,2021-04-07,390,375,15
ES,2021-04-08,390,375,15
ES,2021-04-09,390,375,15
ES,2021-04-12,390,375,15
ES,2021-04-13,390,375,15
ES,2021-04-14,390,375,15
ES,2021-04-15,390,375,15
ES,2021-04-16,390,375,15
ES,2021-04-19,390,375,15
ES,2021-04-20,390,375,15
ES,2021-04-21,390,375,15
ES,2021-04-22,390,375,15
ES,2021-04-23,390,375,15
ES,2021-04-26,390,375,15
ES,2021-04-27,390,375,15
ES,2021-04-28,390,375,15
ES,2021-04-29,390,375,15
ES,2021-04-30,390,375,15
ES,2021-05-03,390,375,15
ES,2021-05-04,390,375,15
ES,2021-05-05,390,375,15
ES,2021-05-06,390,374,16
ES,2021-05-07,390,375,15
ES,2021-05-10,390,375,15
ES,2021-05-11,390,375,15
ES,2021-05-12,390,375,15
ES,2021-05-13,390,375,15
ES,2021-05-14,390,375,15
ES,2021-05-17,390,375,15
ES,2021-05-18,390,375,15
ES,2021-05-19,390,375,15
ES,2021-05-20,390,375,15
ES,2021-05-21,390,375,15
ES,2021-05-24,390,375,15
ES,2021-05-25,390,375,15
ES,2021-05-26,390,375,15
ES,2021-05-27,390,375,15
ES,2021-05-28,390,375,15
ES,2021-05-31,390,150,240
ES,2021-06-01,390,375,15
ES,2021-06-02,390,375,15
ES,2021-06-03,390,375,15
ES,2021-06-04,390,375,15
ES,2021-06-07,390,375,15
ES,2021-06-08,390,375,15
ES,2021-06-09,390,375,15
ES,2021-06-10,390,375,15
ES,2021-06-11,390,375,15
ES,2021-06-14,390,375,15
ES,2021-06-15,390,375,15
ES,2021-06-16,390,375,15
ES,2021-06-17,390,375,15
ES,2021-06-18,390,375,15
ES,2021-06-21,390,375,15
ES,2021-06-22,390,375,15
ES,2021-06-23,390,375,15
ES,2021-06-24,390,375,15
ES,2021-06-25,390,375,15
ES,2021-07-05,390,150,240
ES,2021-09-06,390,150,240
ES,2021-11-25,390,150,240
ES,2021-11-26,390,165,225
ES,2022-01-17,390,150,240
ES,2022-02-21,390,150,240
ES,2022-05-30,390,150,240
ES,2022-06-20,390,150,240
ES,2022-07-04,390,150,240
ES,2022-09-05,390,150,240
ES,2022-11-24,390,150,240
ES,2022-11-25,390,165,225
ES,2022-12-12,390,389,1
ES,2023-01-16,390,150,240
ES,2023-02-20,390,150,240
ES,2023-05-29,390,150,240
ES,2023-06-19,390,150,240
ES,2023-07-03,390,165,225
ES,2023-07-04,390,150,240
ES,2023-09-04,390,150,240
ES,2023-11-23,390,150,240
ES,2023-11-24,390,165,225
ES,2024-01-15,390,150,240
ES,2024-02-19,390,150,240
ES,2024-05-27,390,150,240
ES,2024-06-19,390,150,240
ES,2024-07-03,390,165,225
ES,2024-07-04,390,150,240
ES,2024-09-02,390,150,240
ES,2024-11-28,390,150,240
ES,2024-11-29,390,165,225
ES,2024-12-24,390,165,225
SPX,2010-01-11,390,381,9
SPX,2010-01-20,390,361,29
SPX,2010-01-21,390,311,79
SPX,2010-01-27,390,389,1
SPX,2010-05-06,390,374,16
SPX,2010-05-17,390,389,1
SPX,2010-05-21,390,389,1
SPX,2010-07-15,390,389,1
SPX,2010-07-20,390,389,1
SPX,2010-07-26,390,362,28
SPX,2010-11-16,390,382,8
SPX,2010-11-26,390,272,118
SPX,2011-02-22,390,293,97
SPX,2011-04-15,390,384,6
SPX,2011-08-11,390,388,2
SPX,2011-10-20,390,389,1
SPX,2011-11-25,390,231,159
SPX,2012-07-03,390,231,159
SPX,2012-11-23,390,231,159
SPX,2012-12-24,390,231,159
SPX,2013-03-21,390,314,76
SPX,2013-04-19,390,388,2
SPX,2013-04-23,390,389,1
SPX,2013-04-25,390,386,4
SPX,2013-06-03,390,385,5
SPX,2013-06-11,390,283,107
SPX,2013-06-12,390,385,5
SPX,2013-06-18,390,386,4
SPX,2013-06-20,390,386,4
SPX,2013-07-03,390,231,159
SPX,2013-10-11,390,389,1
SPX,2013-11-29,390,231,159
SPX,2013-12-24,390,231,159
SPX,2014-01-17,390,389,1
SPX,2014-02-13,390,388,2
SPX,2014-02-24,390,386,4
SPX,2014-07-03,390,231,159
SPX,2014-11-28,390,231,159
SPX,2014-12-24,390,231,159
SPX,2015-06-19,390,386,4
SPX,2015-06-24,390,371,19
SPX,2015-11-27,390,232,158
SPX,2015-12-24,390,232,158
SPX,2016-02-17,390,389,1
SPX,2016-04-27,390,388,2
SPX,2016-07-08,390,389,1
SPX,2016-11-25,390,232,158
SPX,2016-12-01,390,377,13
SPX,2017-07-03,390,232,158
SPX,2017-08-01,390,387,3
SPX,2017-08-25,390,385,5
SPX,2017-11-24,390,232,158
SPX,2018-01-05,390,387,3
SPX,2018-03-05,390,387,3
SPX,2018-03-13,390,387,3
SPX,2018-04-30,390,384,6
SPX,2018-07-03,390,232,158
SPX,2018-11-23,390,232,158
SPX,2018-12-24,390,232,158
SPX,2019-04-08,390,373,17
SPX,2019-04-10,390,389,1
SPX,2019-07-03,390,232,158
SPX,2019-11-29,390,232,158
SPX,2019-12-24,390,232,158
SPX,2020-07-31,390,389,1
SPX,2020-11-27,390,232,158
SPX,2020-12-24,390,232,158
SPX,2021-11-26,390,232,158
SPX,2022-06-02,390,380,10
SPX,2022-06-03,390,361,29
SPX,2022-11-25,390,232,158
SPX,2022-12-15,390,389,1
SPX,2023-07-03,390,232,158
SPX,2023-11-24,390,232,158
SPX,2024-01-23,390,389,1
SPX,2024-05-16,390,389,1
SPX,2024-05-30,390,313,77
SPX,2024-07-03,390,232,158
SPX,2024-11-29,390,232,158
SPX,2024-12-24,390,232,158
VIX,2010-01-04,390,389,1
VIX,2010-01-05,390,389,1
VIX,2010-01-06,390,389,1
VIX,2010-01-07,390,389,1
VIX,2010-01-08,390,389,1
VIX,2010-01-11,390,389,1
VIX,2010-01-12,390,389,1
VIX,2010-01-13,390,389,1
VIX,2010-01-14,390,389,1
VIX,2010-01-15,390,389,1
VIX,2010-01-19,390,389,1
VIX,2010-01-20,390,389,1
VIX,2010-01-21,390,389,1
VIX,2010-01-22,390,389,1
VIX,2010-01-25,390,389,1
VIX,2010-01-26,390,389,1
VIX,2010-01-27,390,389,1
VIX,2010-01-28,390,389,1
VIX,2010-01-29,390,389,1
VIX,2010-02-01,390,389,1
VIX,2010-02-02,390,389,1
VIX,2010-02-03,390,389,1
VIX,2010-02-04,390,389,1
VIX,2010-02-05,390,389,1
VIX,2010-02-08,390,389,1
VIX,2010-02-09,390,389,1
VIX,2010-02-10,390,389,1
VIX,2010-02-11,390,389,1
VIX,2010-02-12,390,389,1
VIX,2010-02-16,390,389,1
VIX,2010-02-17,390,389,1
VIX,2010-02-18,390,389,1
VIX,2010-02-19,390,389,1
VIX,2010-02-22,390,389,1
VIX,2010-02-23,390,389,1
VIX,2010-02-24,390,389,1
VIX,2010-02-25,390,389,1
VIX,2010-02-26,390,389,1
VIX,2010-03-01,390,389,1
VIX,2010-03-02,390,389,1
VIX,2010-03-03,390,389,1
VIX,2010-03-04,390,389,1
VIX,2010-03-05,390,389,1
VIX,2010-03-08,390,389,1
VIX,2010-03-09,390,389,1
VIX,2010-03-10,390,389,1
VIX,2010-03-11,390,389,1
VIX,2010-03-12,390,389,1
VIX,2010-03-15,390,389,1
VIX,2010-03-16,390,389,1
VIX,2010-03-17,390,388,2
VIX,2010-03-18,390,389,1
VIX,2010-03-19,390,389,1
VIX,2010-03-22,390,389,1
VIX,2010-03-23,390,389,1
VIX,2010-03-24,390,389,1
VIX,2010-03-25,390,389,1
VIX,2010-03-26,390,389,1
VIX,2010-03-29,390,389,1
VIX,2010-03-30,390,389,1
VIX,2010-03-31,390,389,1
VIX,2010-04-01,390,389,1
VIX,2010-04-05,390,389,1
VIX,2010-04-06,390,389,1
VIX,2010-04-07,390,389,1
VIX,2010-04-08,390,389,1
VIX,2010-04-09,390,389,1
VIX,2010-04-12,390,389,1
VIX,2010-04-13,390,389,1
VIX,2010-04-14,390,389,1
VIX,2010-04-15,390,389,1
VIX,2010-04-16,390,389,1
VIX,2010-04-19,390,389,1
VIX,2010-04-20,390,389,1
