event_date,event_type,surprise_direction,actual_value,forecast_value,surprise_pct,return_day_-2,return_day_-1,return_day_+0,return_day_+1,return_day_+2
2019-12-11,FOMC,better,1.55,1.82,-14.835164835164836,-0.316283682622831,-0.10969527672547441,0.20413175428917185,0.8575166394515055,0.007258794976916505
2019-12-11,CPI,worse,2.09229,2.0,4.61450000000001,-0.316283682622831,-0.10969527672547441,0.2908201703420987,0.8575166394515055,0.007258794976916505
2020-01-14,CPI,worse,2.31953,2.3,0.8491304347826109,0.6976281256220629,0.6976281256220629,-0.15145386587512855,0.1870155186330269,0.836654718799501
2020-01-29,FOMC,worse,1.55,0.08,1837.5,-1.5730684849202037,1.0053551114029613,-0.4818727673481793,0.3134355715769477,-1.7705852615678808
2020-02-13,CPI,worse,2.59977,2.4,8.32375,0.16884988171557147,0.6462661008115544,-0.16304428235363044,0.18435419717006685,-0.29199801192842934
2020-03-03,FOMC,inline,1.59,1.55,2.5806451612903247,4.603922524388837,4.603922524388837,0.08264214949564863,4.2202592421180185,-3.392202215889484
2020-03-11,CPI,worse,2.34132,2.2,6.42363636363638,-7.59696807597977,4.939633578003022,-4.886841091793503,-9.51126804747975,9.28711945304439
2020-03-15,FOMC,better,1.1,1.59,-30.81761006289308,9.28711945304439,-11.984050283657066,-11.984050283657066,-11.984050283657066,5.995482224354909
2020-04-10,CPI,better,1.49404,1.6,-6.622500000000003,3.4056426049386967,1.448737809002254,-1.0104594561656355,-1.0104594561656355,-1.0104594561656355
2020-04-29,FOMC,better,0.04,1.1,-96.36363636363636,1.4714073196697708,-0.5242350129234907,-0.0676525582185894,-0.9212419757034462,-2.8059043479156554
2020-05-12,CPI,better,0.31305,0.4,-21.737500000000008,0.01774865178509888,0.01774865178509888,-2.054383139042848,-1.7462684487059787,1.152482269503552
2020-06-10,CPI,inline,0.1982,0.2,-0.9000000000000119,1.2041591393674889,-0.7799182648133396,-0.53130787794885,-5.894412157460172,1.3060857399820103
2020-06-10,FOMC,inline,0.08,0.04,100.0,1.2041591393674889,-0.7799182648133396,-0.14867491525529797,-5.894412157460172,1.3060857399820103
2020-07-14,CPI,worse,0.71666,0.6,19.44333333333333,-0.9362519779971379,-0.9362519779971379,1.3406355182839835,0.908203857989931,-0.3406104334027549
2020-07-29,FOMC,inline,0.1,0.08,25.000000000000007,0.7395129414764723,-0.6473401020556158,0.23286074189370343,-0.37502608610255894,0.7670459796317086
2020-08-12,CPI,worse,0.99686,0.8,24.60749999999999,0.27422358024395965,-0.7969123366671882,1.3996502374245878,-0.20471252976762555,-0.017193183199293305
2020-09-11,CPI,worse,1.28107,1.2,6.755833333333332,2.0145024971186976,-1.7584790641843373,0.053306340759284865,1.274180851668838,1.274180851668838
2020-09-16,FOMC,inline,0.09,0.1,-10.000000000000009,1.274180851668838,0.5219385613883576,-0.6986750984803392,-0.8412371621242309,-1.118257020384228
2020-10-13,CPI,inline,1.39102,1.4,-0.6414285714285863,1.6418713134107588,1.6418713134107588,-0.6306907889152336,-0.6623138843883547,-0.15278028589691406
2020-11-05,FOMC,inline,0.09,0.09,0.0,1.7757020638986987,2.208950970905499,-0.316617446615175,-0.028771240154390476,1.1699872344305584
2020-11-12,CPI,better,1.23039,1.3,-5.35461538461538,-0.1399802844669673,0.7651888434169196,-0.9978559392721298,1.3610365817456005,1.164804819882015
2020-12-10,CPI,worse,1.17575,1.1,6.886363636363655,0.2787137455443789,-0.7949220068876994,-0.12851160688518437,-0.1264960061067022,-0.4359266922526861
2020-12-16,FOMC,inline,0.09,0.09,0.0,-0.4359266922526861,1.2921214314501217,0.1363588401923188,0.5757638800703457,-0.35111001267972286
2021-01-13,CPI,worse,1.32042,1.3,1.5707692307692218,-0.6554796741165214,0.04158321511944507,0.22756031663768717,-0.3753438464607517,-0.719001775768402
2021-01-27,FOMC,better,0.08,3.83,-97.911227154047,0.3615803325289546,-0.14888363213811928,-1.0468414040549212,0.9760662477304782,-1.9311502938707092
2021-02-10,CPI,better,1.35532,1.5,-9.645333333333328,0.7399345996609075,-0.11134975827398197,-0.03451599624669788,0.16624551137118804,0.47109831017417836
2021-03-10,CPI,better,1.6675,1.7000000000000002,-1.911764705882364,-0.5359271617984662,1.4154683554241432,0.6030283013025661,1.0395479646353678,0.10153985185334946
2021-03-17,FOMC,inline,0.07,0.08,-12.499999999999991,0.6491958593476621,-0.15696886322292825,0.38318240947725624,-1.4760500437832724,-0.060273888636330764
2021-04-13,CPI,worse,2.62365,2.5,4.9460000000000015,-0.0196182910288778,-0.0196182910288778,0.329458162447116,-0.40878020277237415,1.1094247768300924
2021-04-28,FOMC,inline,0.07,0.07,0.0,0.1782224167916624,-0.02149192142553158,-0.02509422283190066,0.6762797680233579,-0.7194637501869883
2021-05-12,CPI,worse,4.13737,3.6,14.926944444444448,-1.0435666020885526,-0.8673894514173552,-2.1449387057151936,1.2173151138064053,1.4917933130699224
2021-06-10,CPI,worse,4.92647,4.7,4.818510638297871,0.017508493985585183,-0.18238764589828538,0.4652154850635748,0.19484900381676606,0.18152110447704484
2021-06-16,FOMC,inline,0.06,0.07,-14.285714285714295,0.18152110447704484,-0.20116799642784233,0.2732545303037126,-0.04356370007340127,-1.3124547000611053
2021-07-13,CPI,worse,5.31742,4.9,8.51877551020408,0.345115629755921,0.345115629755921,-0.3516830382495284,0.11649703264435818,-0.32622362435132946
